,movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1438,Snabba Cash,2012,4300000,188870,10023533,10212403,7,5912403,0.5789433691561134,1.3749774418604652,0.9815058218912825,2012 Snabba Cash,7.438,2012-07-11,sv,6.6,99,"['Drama', 'Thriller', 'Crime']","Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1439,Animal Kingdom,2010,4200000,1044039,7034644,8078683,8,3878683,0.48011328084045385,0.9234959523809524,0.8707661880036635,2010 Animal Kingdom,10.188,2010-08-13,en,6.8,399,"['Drama', 'Thriller', 'Crime', 'Mystery']","Drama,Thriller,Crime,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1440,Cargo,2011,4200000,0,313230,313230,10,-3886770,-12.408677329757687,-0.9254214285714286,1.0,2011 Cargo,1.925,2011-10-21,en,4.4,7,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1441,The Boy Next Door,2015,4000000,36006065,17395873,53401938,1,49401938,0.9250963513721169,12.3504845,0.3257535896918198,2015 The Boy Next Door,7.062,2015-01-23,en,4.4,1382,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1442,Boyhood,2014,4000000,25379975,31893074,57273049,7,53273049,0.9301591224870881,13.31826225,0.5568600686860586,2014 Boyhood,11.141,2014-07-11,en,7.5,3097,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1443,The Kids Are All Right,2010,4000000,20811365,15464104,36275469,7,32275469,0.8897326454966027,8.06886725,0.42629645946135114,2010 The Kids Are All Right,8.426,2010-07-09,en,6.6,854,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1444,A Haunted House 2,2014,4000000,17329487,3877374,21206861,4,17206861,0.81138179761729,4.30171525,0.18283582846136445,2014 A Haunted House 2,6.948,2014-04-18,en,5.5,597,"['Comedy', 'Horror']","Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1445,The Last Exorcism Part II,2013,4000000,15179303,10269404,25448707,3,21448707,0.8428210910676129,5.36217675,0.40353342902647277,2013 The Last Exorcism Part II,7.561,2013-03-01,en,4.5,297,"['Horror', 'Thriller', 'Drama']","Horror,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1446,The Darkness,2016,4000000,10753574,144719,10898293,5,6898293,0.6329700440243257,1.72457325,0.013279052049710905,2016 The Darkness,8.357,2016-05-13,en,4.8,347,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1447,Samsara,2012,4000000,2672413,3294258,5966671,8,1966671,0.32960942542332233,0.49166775,0.5521098783559543,2012 Samsara,6.015,2012-08-22,en,8.2,276,"['Drama', 'Documentary']","Drama,Documentary",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1448,The Art of Getting By,2011,4000000,1430241,558794,1989035,6,-2010965,-1.01102544701325,-0.50274125,0.2809372384095805,2011 The Art of Getting By,8.695,2011-06-17,en,6.5,752,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1449,Red State,2011,4000000,1065429,918167,1983596,9,-2016404,-1.0165396582771895,-0.504101,0.46288004210534806,2011 Red State,7.816,2011-09-23,en,6.1,472,"['Horror', 'Action', 'Thriller']","Horror,Action,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1450,Holy Motors,2012,4000000,641054,3589372,4230426,10,230426,0.054468746173553205,0.0576065,0.8484658519023852,2012 Holy Motors,5.31,2012-10-17,fr,7.0,431,"['Drama', 'Fantasy']","Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1451,The Signal,2014,4000000,600896,2064426,2665322,6,-1334678,-0.5007567565945128,-0.3336695,0.7745503169973459,2014 The Signal,10.032,2014-06-13,en,5.9,901,"['Thriller', 'Science Fiction']","Thriller,Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1452,The Face of Love,2014,4000000,385069,773808,1158877,3,-2841123,-2.4516173847612817,-0.71028075,0.6677222863168395,2014 The Face of Love,5.519,2014-03-07,en,6.1,68,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1453,Joe,2014,4000000,373375,0,373375,4,-3626625,-9.713090056913291,-0.90665625,0.0,2014 Joe,8.57,2014-04-11,en,6.6,514,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1454,Desert Dancer,2015,4000000,155271,441064,596335,4,-3403665,-5.70763916255125,-0.85091625,0.7396245398978762,2015 Desert Dancer,1.508,2015-03-20,en,6.9,33,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1455,Manglehorn,2015,4000000,132270,665169,797439,6,-3202561,-4.016057654566682,-0.80064025,0.8341315135076163,2015 Manglehorn,7.661,2015-06-19,en,5.4,94,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1456,Trust,2011,4000000,120016,0,120016,4,-3879984,-32.32888948140248,-0.969996,0.0,2011 Trust,7.805,2011-04-01,en,6.6,556,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1457,Praia do Futuro,2015,4000000,20620,740058,760678,2,-3239322,-4.258466788838378,-0.8098305,0.9728926037035381,2015 Praia do Futuro,3.415,2015-02-27,pt,6.4,43,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1458,13 Sins,2014,4000000,9134,38418,47552,4,-3952448,-83.11843876177659,-0.988112,0.8079155450874832,2014 13 Sins,10.899,2014-04-18,en,6.3,576,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1459,Another Happy Day,2011,4000000,9120,969407,978527,11,-3021473,-3.0877768319116385,-0.75536825,0.9906798688232414,2011 Another Happy Day,5.473,2011-11-18,en,6.1,60,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1460,Inescapable,2013,4000000,4327,0,4327,2,-3995673,-923.428010168708,-0.99891825,0.0,2013 Inescapable,6.122,2013-02-22,en,5.2,27,"['Thriller', 'Romance']","Thriller,Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1461,How to Fall in Love,2012,4000000,0,0,0,12,-4000000,-inf,-1.0,0.0,2012 How to Fall in Love,2.808,2012-07-21,en,5.9,35,"['Comedy', 'Romance', 'TV Movie']","Comedy,Romance,TV Movie",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1462,Chain of Command,2015,4000000,0,0,0,9,-4000000,-inf,-1.0,0.0,2015 Chain of Command,3.767,2015-09-08,en,5.0,20,"['Thriller', 'Adventure', 'Action']","Thriller,Adventure,Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1463,The Good Heart,2010,3800000,20930,320000,340930,4,-3459070,-10.145983046373155,-0.9102815789473684,0.93860909864195,2010 The Good Heart,2.321,2010-04-30,en,6.4,30,"['Drama', 'Comedy', 'Romance']","Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1464,Hevi reissu,2018,3800000,10153,0,10153,10,-3789847,-373.2736137102334,-0.9973281578947368,0.0,2018 Hevi reissu,8.996,2018-10-05,fi,7.0,43,"['Comedy', 'Music']","Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1465,Four Lions,2010,3750000,310007,2126104,2436111,11,-1313889,-0.5393387247132828,-0.3503704,0.8727451253247491,2010 Four Lions,9.968,2010-11-05,en,7.0,621,"['Comedy', 'Crime', 'Drama']","Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1466,Defendor,2010,3750000,44462,0,44462,2,-3705538,-83.34168503441141,-0.9881434666666666,0.0,2010 Defendor,7.863,2010-02-26,en,6.4,295,"['Drama', 'Action', 'Comedy', 'Crime']","Drama,Action,Comedy,Crime",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1467,Truth or Dare,2018,3500000,41411015,53716329,95127344,4,91627344,0.9632072141108029,26.179241142857144,0.5646781119001913,2018 Truth or Dare,14.354,2018-04-13,en,6.0,2005,"['Thriller', 'Horror']","Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1468,The Witch,2016,3500000,25138705,15315815,40454520,2,36954520,0.9134830916298105,10.558434285714286,0.37859341799136415,2016 The Witch,13.493,2016-02-19,en,6.6,2931,"['Mystery', 'Horror']","Mystery,Horror",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1469,The Witch,2016,3500000,25138705,15315815,40454520,2,36954520,0.9134830916298105,10.558434285714286,0.37859341799136415,2016 The Witch,13.493,2016-02-19,en,6.6,2931,"['Mystery', 'Horror']","Mystery,Horror",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1470,Winchester,2018,3500000,25091816,19286224,44378040,2,40878040,0.9211321635655834,11.67944,0.4345893599627203,2018 Winchester,12.44,2018-02-02,en,5.7,884,"['Fantasy', 'Mystery', 'Thriller', 'Horror']","Fantasy,Mystery,Thriller,Horror",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1471,Dark Skies,2013,3500000,17418667,10285444,27704111,2,24204111,0.8736649589658373,6.9154602857142855,0.37126056851273803,2013 Dark Skies,11.582,2013-02-22,en,6.1,1004,"['Science Fiction', 'Thriller', 'Horror']","Science Fiction,Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1472,Forever My Girl,2018,3500000,16376066,0,16376066,1,12876066,0.786273455419635,3.678876,0.0,2018 Forever My Girl,15.953,2018-01-26,en,7.4,406,"['Romance', 'Drama', 'Music']","Romance,Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1473,El secreto de sus ojos,2010,3500000,6391436,34136283,40527719,4,37027719,0.9136393538456976,10.579348285714286,0.8422947020531799,2010 El secreto de sus ojos,12.531,2010-04-16,es,7.9,1141,"['Crime', 'Drama', 'Mystery', 'Romance']","Crime,Drama,Mystery,Romance",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1474,First Reformed,2018,3500000,3448256,426516,3874772,5,374772,0.09672104578024204,0.10707771428571429,0.11007512183942694,2018 First Reformed,12.943,2018-05-18,en,6.9,446,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1475,Believe,2016,3500000,890303,0,890303,12,-2609697,-2.9312458792119087,-0.7456277142857143,0.0,2016 Believe,1.536,2016-12-02,en,6.5,11,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1476,American Honey,2016,3500000,663247,1948503,2611750,9,-888250,-0.3400976356848856,-0.2537857142857143,0.7460526466928304,2016 American Honey,8.778,2016-09-30,en,6.7,417,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,The Bronze,2016,3500000,615816,0,615816,3,-2884184,-4.683515855385375,-0.8240525714285715,0.0,2016 The Bronze,8.328,2016-03-18,en,5.8,186,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1478,The Bronze,2016,3500000,615816,0,615816,3,-2884184,-4.683515855385375,-0.8240525714285715,0.0,2016 The Bronze,8.328,2016-03-18,en,5.8,186,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1479,Trolljegeren,2011,3500000,253444,5453194,5706638,6,2206638,0.38667916205653835,0.630468,0.9555878610137878,2011 Trolljegeren,8.221,2011-06-10,nb,6.7,806,"['Fantasy', 'Horror']","Fantasy,Horror",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1480,The Masked Saint,2016,3500000,182695,0,182695,1,-3317305,-18.157612414132846,-0.9478014285714286,0.0,2016 The Masked Saint,1.42,2016-01-08,en,3.5,16,"['Crime', 'Action']","Crime,Action",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,"Batman: The Dark Knight Returns, Part 2",2013,3500000,0,0,0,1,-3500000,-inf,-1.0,0.0,"2013 Batman: The Dark Knight Returns, Part 2",13.326,2013-01-29,en,7.9,689,"['Action', 'Animation', 'Mystery']","Action,Animation,Mystery",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1482,In the Name of the King III,2014,3500000,0,0,0,3,-3500000,-inf,-1.0,0.0,2014 In the Name of the King III,5.988,2014-03-11,en,3.5,31,"['Action', 'Adventure', 'Drama', 'Fantasy']","Action,Adventure,Drama,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1483,Wicked Blood,2014,3500000,0,0,0,3,-3500000,-inf,-1.0,0.0,2014 Wicked Blood,7.043,2014-03-04,en,5.5,52,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1484,Dawn Patrol,2015,3500000,0,0,0,6,-3500000,-inf,-1.0,0.0,2015 Dawn Patrol,1.772,2015-06-05,en,5.1,15,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1485,Jagten,2013,3450000,687185,17622608,18309793,5,14859793,0.8115762422873923,4.307186376811594,0.9624689913206556,2013 Jagten,13.774,2013-07-12,da,8.0,1634,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1486,Margin Call,2011,3400000,5353586,15079641,20433227,10,17033227,0.83360435431956,5.009772647058823,0.7379960590659518,2011 Margin Call,9.498,2011-10-21,en,6.8,856,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1487,Whiplash,2014,3300000,13092006,25877031,38969037,10,35669037,0.9153173839014805,10.80879909090909,0.6640408127098445,2014 Whiplash,28.784,2014-10-10,en,8.4,7908,"['Drama', 'Music']","Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1488,Sorry to Bother You,2018,3200000,17493096,792464,18285560,7,15085560,0.8249985234250414,4.7142375,0.043338240666405625,2018 Sorry to Bother You,15.887,2018-07-06,en,6.9,481,"['Fantasy', 'Science Fiction', 'Comedy']","Fantasy,Science Fiction,Comedy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1489,Beginners,2011,3200000,5790894,8523513,14314407,6,11114407,0.7764489999480942,3.4732521875,0.5954499547204435,2011 Beginners,10.322,2011-06-17,en,6.9,532,"['Drama', 'Romance', 'Comedy']","Drama,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1490,The Meddler,2016,3200000,4267219,1259723,5526942,4,2326942,0.42101798788552514,0.727169375,0.22792404913965084,2016 The Meddler,7.725,2016-04-22,en,5.8,186,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1491,Antiviral,2013,3100000,0,123407,123407,4,-2976593,-24.120130948811656,-0.9601912903225807,1.0,2013 Antiviral,6.33,2013-04-12,en,5.8,152,"['Science Fiction', 'Horror']","Science Fiction,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1492,Paranormal Activity 2,2010,3000000,84752907,92759125,177512032,10,174512032,0.9830997371490852,58.17067733333333,0.5225511981069543,2010 Paranormal Activity 2,8.163,2010-10-21,en,5.7,1342,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1493,War Room,2015,3000000,67790117,6185122,73975239,8,70975239,0.9594458897253445,23.658413,0.08361070655006603,2015 War Room,7.419,2015-08-28,en,7.5,171,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1494,The Purge,2013,3000000,64473115,26793466,91266581,6,88266581,0.9671292605997808,29.422193666666665,0.2935736795048781,2013 The Purge,24.364,2013-06-06,en,6.2,4797,"['Science Fiction', 'Horror', 'Thriller']","Science Fiction,Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1495,Sinister,2012,3000000,48086903,39640904,87727807,10,84727807,0.9658033170714048,28.242602333333334,0.45186247503029453,2012 Sinister,13.117,2012-10-12,en,6.8,2935,"['Horror', 'Thriller', 'Mystery']","Horror,Thriller,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1496,Upgrade,2018,3000000,11977130,4576155,16553285,6,13553285,0.8187670906409211,4.517761666666667,0.2764499614426985,2018 Upgrade,21.413,2018-06-01,en,7.4,1326,"['Action', 'Thriller', 'Science Fiction']","Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1497,Before Midnight,2013,3000000,8110621,15141309,23251930,5,20251930,0.8709784521112871,6.7506433333333336,0.6511850414137665,2013 Before Midnight,11.765,2013-06-14,en,7.4,1039,"['Romance', 'Drama']","Romance,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1498,Let There Be Light,2017,3000000,7233471,7838,7241309,10,4241309,0.5857102631582218,1.4137696666666666,0.0010824009857886192,2017 Let There Be Light,2.01,2017-10-27,en,6.2,23,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1499,Let There Be Light,2017,3000000,7233471,7838,7241309,10,4241309,0.5857102631582218,1.4137696666666666,0.0010824009857886192,2017 Let There Be Light,0.6,2017-03-10,en,7.3,3,['Documentary'],Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Swiss Army Man,2016,3000000,4210454,1626657,5837111,6,2837111,0.4860471215983386,0.9457036666666667,0.27867501577407044,2016 Swiss Army Man,10.0,2016-06-24,en,6.9,1789,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","Comedy,Drama,Romance,Fantasy,Adventure",0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1501,Frances Ha,2013,3000000,4067398,7195371,11262769,5,8262769,0.7336356627752909,2.754256333333333,0.6388634091669642,2013 Frances Ha,9.42,2013-05-17,en,7.4,624,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1502,Frances Ha,2013,3000000,4067398,7195371,11262769,5,8262769,0.7336356627752909,2.754256333333333,0.6388634091669642,2013 Frances Ha,9.42,2013-05-17,en,7.4,624,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1503,Please Give,2010,3000000,4033574,536604,4570178,4,1570178,0.3435704254845216,0.5233926666666666,0.11741424513443459,2010 Please Give,5.945,2010-01-22,en,6.3,81,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1504,Compadres,2016,3000000,3127773,4317271,7445044,4,4445044,0.5970473780947433,1.4816813333333334,0.5798852229751765,2016 Compadres,1.927,2016-04-22,es,5.1,21,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Letters to God,2010,3000000,2848587,388865,3237452,4,237452,0.07334533454086732,0.07915066666666666,0.1201145221612552,2010 Letters to God,4.242,2010-04-09,en,6.9,71,"['Drama', 'Family']","Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1506,Tusk,2014,3000000,1821983,65571,1887554,9,-1112446,-0.5893585031209703,-0.37081533333333333,0.03473860880271505,2014 Tusk,8.655,2014-09-19,en,5.3,601,"['Comedy', 'Horror', 'Drama', 'Thriller']","Comedy,Horror,Drama,Thriller",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1507,The Wall,2017,3000000,1803064,2692198,4495262,5,1495262,0.33263066757844145,0.4984206666666667,0.5988967940022183,2017 The Wall,8.142,2017-05-12,en,6.1,407,"['Thriller', 'War', 'Drama']","Thriller,War,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1508,Damsels in Distress,2012,3000000,1007535,316764,1324299,4,-1675701,-1.2653494414780952,-0.558567,0.2391937168267891,2012 Damsels in Distress,6.625,2012-04-06,en,5.5,103,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1509,Hobo with a Shotgun,2011,3000000,703372,131581,834953,5,-2165047,-2.593016612911146,-0.7216823333333333,0.15759090631448716,2011 Hobo with a Shotgun,8.844,2011-05-06,en,5.9,300,"['Crime', 'Action', 'Thriller']","Crime,Action,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1510,The D Train,2015,3000000,669688,102678,772366,5,-2227634,-2.8841689043795298,-0.7425446666666666,0.1329395649212938,2015 The D Train,6.465,2015-05-08,en,4.6,125,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1511,Bachelorette,2012,3000000,446770,12130631,12577401,9,9577401,0.761476953784013,3.192467,0.9644783528806945,2012 Bachelorette,7.05,2012-09-06,en,5.4,755,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1512,Creature,2011,3000000,331000,0,331000,9,-2669000,-8.06344410876133,-0.8896666666666667,0.0,2011 Creature,5.121,2011-09-09,en,4.1,23,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1513,The Bounce Back,2016,3000000,321910,99494,421404,12,-2578596,-6.119059145143378,-0.859532,0.23610122352896507,2016 The Bounce Back,2.494,2016-02-26,en,6.1,31,['Romance'],Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1514,Chain Letter,2010,3000000,205842,816611,1022453,10,-1977547,-1.9341201991680792,-0.6591823333333333,0.7986782766542814,2010 Chain Letter,6.44,2010-10-01,en,4.1,63,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1515,Tim and Eric's Billion Dollar Movie,2012,3000000,201436,22216,223652,3,-2776348,-12.413696278146405,-0.9254493333333333,0.09933289217176686,2012 Tim and Eric's Billion Dollar Movie,4.946,2012-03-02,en,5.7,61,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,Fort McCoy,2014,3000000,78948,0,78948,8,-2921052,-36.99969600243198,-0.973684,0.0,2014 Fort McCoy,0.669,2014-01-01,en,6.3,2,"['War', 'Drama', 'History']","War,Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1517,Before We Go,2015,3000000,37151,446787,483938,9,-2516062,-5.199141212304055,-0.8386873333333333,0.9232319016072307,2015 Before We Go,8.233,2015-05-21,en,6.5,985,"['Drama', 'Romance', 'Comedy']","Drama,Romance,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1518,Tanner Hall,2011,3000000,5073,0,5073,9,-2994927,-590.3660555884093,-0.998309,0.0,2011 Tanner Hall,5.821,2011-09-09,en,5.9,66,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1519,They Came Together,2014,3000000,0,82780,82780,6,-2917220,-35.2406378352259,-0.9724066666666666,1.0,2014 They Came Together,7.353,2014-06-27,en,5.5,226,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Open Road,2013,3000000,0,47469,47469,5,-2952531,-62.19914049168931,-0.984177,1.0,2013 Open Road,3.271,2013-05-21,en,5.1,20,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1521,Barry Munday,2010,3000000,0,0,0,10,-3000000,-inf,-1.0,0.0,2010 Barry Munday,5.141,2010-03-13,en,6.0,37,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1522,Never Back Down 2: The Beatdown,2011,3000000,0,0,0,9,-3000000,-inf,-1.0,0.0,2011 Never Back Down 2: The Beatdown,13.06,2011-09-13,en,6.0,257,"['Drama', 'Action']","Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523,AWOL-72,2015,3000000,0,0,0,12,-3000000,-inf,-1.0,0.0,2015 AWOL-72,4.2,2015-08-07,en,3.8,22,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1524,Amnesiac,2015,3000000,0,0,0,8,-3000000,-inf,-1.0,0.0,2015 Amnesiac,6.144,2015-08-14,en,4.5,95,"['Thriller', 'Mystery', 'Drama', 'Horror']","Thriller,Mystery,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1525,Unnatural,2015,3000000,0,0,0,12,-3000000,-inf,-1.0,0.0,2015 Unnatural,4.652,2015-10-16,en,4.3,22,"['Action', 'Horror', 'Thriller']","Action,Horror,Thriller",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1526,Close Range,2015,3000000,0,0,0,12,-3000000,-inf,-1.0,0.0,2015 Close Range,6.604,2015-12-11,en,5.2,87,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,Freakonomics,2010,2900000,101270,71597,172867,10,-2727133,-15.775902861737636,-0.9403906896551724,0.41417390247994124,2010 Freakonomics,5.705,2010-10-01,en,6.6,57,['Documentary'],Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Griff the Invisible,2011,2900000,20778,5157,25935,8,-2874065,-110.81800655484867,-0.9910568965517241,0.19884326200115673,2011 Griff the Invisible,3.519,2011-08-19,en,6.0,44,"['Romance', 'Comedy', 'Drama']","Romance,Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1529,Indivisible,2018,2700000,3511417,76888,3588305,10,888305,0.2475556007641491,0.3290018518518519,0.02142738702535041,2018 Indivisible,5.599,2018-10-26,en,5.4,13,"['Drama', 'War']","Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
